ets Jun  8 2016 00:22:57

rst:0x1 (POWERON_RESET),boot:0x13 (SPReMQ}1M!}	==Q 
configsip: 0, A%]A 0xee
clk_drv:0x00,q_drv:0x00,d_drv:0x00,cs0_drv:0x00,hd_drv:0x00,wp_drv:0x00
mode:DIO, clock div:2
load:0 fff0030,len:6380
25709 29835
25740 29911
25761 29972
25798 30066
25839 30171
25771 29981
25603 29576
25646 29676
25679 29761
25660 29719
25678 29766
25727 29884
25749 29959
25774 30000
25792 30051
25823 30128
25756 29954
25596 29547
25625 29635
25659 29715
25635 29658
25654 29709
25701 29835
25739 29924
25760 29972
25779 30023
25808 30101
25833 30157
25660 29709
25613 29602
25672 29740
25672 29758
25671 29740
25711 29843
25759 29957
25784 30017
25805 30067
25821 30120
25856 30196
25711 29830
25614 29589
25661 29716
25679 29749
25655 29702
25688 29791
25734 29906
25760 29975
25790 30029
25813 30109
25713 29843
25570 29489
25603 29574
25618 29608
25608 29582
25634 29647
25681 29772
25712 29847
25734 29902
25763 29968
25800 30062
25658 29701
25543 29430
25581 29514
25596 29547
25594 29546
25630 29636
25685 29757
25699 29806
25722 29861
25756 29947
25797 30048
25835 30132
25855 30187
25796 30024
25576 29495
25585 29526
25610 29581
25598 29548
25610 29566
25664 29695
25687 29771
25704 29806
25728 29856
25759 29946
25774 29976
25590 29517
25548 29408
25564 29453
25573 29468
25574 29472
25613 29567
25650 29665
25679 29726
25713 29799
25731 29866
25772 29953
25794 30006
25598 29531
25548 29401
25584 29490
25590 29511
25597 29515
25639 29622
25674 29717
25705 29782
25728 29839
25762 29923
25792 30005
25833 30101
25709 29790
25580 29479
25632 29601
25648 29649
25641 29629
25672 29709
25730 29846
25761 29925
25784 29990
25814 30062
25855 30161
25805 30032
25646 29650
25684 29745
25725 29842
25701 29792
25710 29817
25764 29948
25790 30020
25813 30063
25835 30123
25869 30217
25830 30113
25645 29657
25675 29726
25717 29839
25699 29808
25713 29840
25765 29977
25803 30075
25824 30116
25844 30173
25879 30260
25916 30350
25733 29889
25646 29676
25688 29793
25695 29818
25684 29787
25716 29872
25764 29993
25792 30057
25810 30100
25837 30168
25876 30257
25866 30242
25654 29712
25635 29665
25672 29753
25667 29755
25668 29752
25705 29855
25748 29955
25773 30015
25786 30071
25823 30150
25867 30258
25802 30091
25612 29621
25635 29675
25647 29716
